campaignId,campaignName,brand,asin,spend,impressions,clicks,attributed_sales,units_sold,ams_orders,method
31984641326753,Nex_HPC_SB_KT_Banner_Volumizer,Nexlev,B0DT6Y7KJM,582.9067,12662,26,0.0,0,0,L0_ads_api
42048735734003,Nex_HnK_SBV_KT_GS-02/05_B0CDPMX152_B0D383WQPB,Nexlev,B0CDPMX152,501.765,2002,34,0.0,0,0,L0_ads_api
42048735734003,Nex_HnK_SBV_KT_GS-02/05_B0CDPMX152_B0D383WQPB,Nexlev,B0D383WQPB,501.765,2002,34,0.0,0,0,L0_ads_api
43136784087869,Nex_HnK_SBV_KT_GS-05_BCG_Phrase & Exact_Reel,Nexlev,B0D383WQPB,151.82,726,7,0.0,0,0,L0_ads_api
54163637845982,HnK_SB_KT_PB-01 - SBV - Reel,Nexlev,B0FS6TB7CP,2034.97,11724,69,0.0,0,0,L0_ads_api
62048851860885,Nexlev-B0CDPP45BM-Steam Cleaner-SBV-KT-Exact/Phrase,Nexlev,B0CDPP45BM,3035.36,19806,690,80657.44,25,22,L0_ads_api
106830006815020,Nexlev-Steamer-PT(SEAHELTON)-SB,Nexlev,B0F43P6D23,1568.2467,2031,98,13392.37,4,4,L0_ads_api
106830006815020,Nexlev-Steamer-PT(SEAHELTON)-SB,Nexlev,B0CDPP45BM,1568.2467,2031,98,13392.37,4,4,L0_ads_api
106830006815020,Nexlev-Steamer-PT(SEAHELTON)-SB,Nexlev,B0DNJS23HS,1568.2467,2031,98,13392.37,4,4,L0_ads_api
134652091915035,Nexlev-Steamers-Branded,Nexlev,B0F43P6D23,31.9,29,2,0.0,0,0,L0_ads_api
134652091915035,Nexlev-Steamers-Branded,Nexlev,B0DNJS23HS,31.9,29,2,0.0,0,0,L0_ads_api
134652091915035,Nexlev-Steamers-Branded,Nexlev,B0CDPP45BM,31.9,29,2,0.0,0,0,L0_ads_api
148995698214573,Nexlev -Catch All-  Calf Massager -SB-KT-Exact/Phrase,Nexlev,B0DM6BB3VT,4818.86,70031,305,11364.61,5,5,L0_ads_api
148995698214573,Nexlev -Catch All-  Calf Massager -SB-KT-Exact/Phrase,Nexlev,B0FPGDVVCX,4818.86,70031,305,11364.61,5,5,L0_ads_api
148995698214573,Nexlev -Catch All-  Calf Massager -SB-KT-Exact/Phrase,Nexlev,B0DVSZ2VVJ,4818.86,70031,305,11364.61,5,5,L0_ads_api
219456576601824,Nexlev-B0CYSLCRQS-Vacuum Cleaner -SB-KT-Exact,Nexlev,B0CYSLCRQS,185.0,839,21,0.0,0,0,L0_ads_api
219456576601824,Nexlev-B0CYSLCRQS-Vacuum Cleaner -SB-KT-Exact,Nexlev,B0DCK7ZH5P,185.0,839,21,0.0,0,0,L0_ads_api
219456576601824,Nexlev-B0CYSLCRQS-Vacuum Cleaner -SB-KT-Exact,Nexlev,B0D672NXC8,185.0,839,21,0.0,0,0,L0_ads_api
243292239678110,Nex_HnK_SB_KT_SC-04_B0DNJS23HS_Phrase & Exact,Nexlev,B0DNJS23HS,1567.3,127021,137,2541.53,1,1,L0_ads_api
275586284851328,Nexlev-B0DNJS23HS-Steam Mop-SB-KT-BM,Nexlev,B0DNJS23HS,80.26,461,7,1694.63,0,0,L0_ads_api
275586284851328,Nexlev-B0DNJS23HS-Steam Mop-SB-KT-BM,Nexlev,B0D2LJSQXZ,80.26,461,7,1694.63,0,0,L0_ads_api
275586284851328,Nexlev-B0DNJS23HS-Steam Mop-SB-KT-BM,Nexlev,B0GKNGWLJ2,80.26,461,7,1694.63,0,0,L0_ads_api
278044313554537,Nexlev-Catch All-Vacuum Cleaner-SB-KT-Exact/Phrase,Nexlev,B0CYSLCRQS,3979.605,104268,306,10058.06,4,4,L0_ads_api
278044313554537,Nexlev-Catch All-Vacuum Cleaner-SB-KT-Exact/Phrase,Nexlev,B0DCK7ZH5P,3979.605,104268,306,10058.06,4,4,L0_ads_api
307956672795825,Nexlev-B0DKK15YNJ- Oil Applicator-SBV-KT-Exact/Phrase,Nexlev,B0DKK15YNJ,1141.65,4253,104,5259.51,2,2,L0_ads_api
307956672795825,Nexlev-B0DKK15YNJ- Oil Applicator-SBV-KT-Exact/Phrase,Nexlev,B0D67727VG,1141.65,4253,104,5259.51,2,2,L0_ads_api
323872249568860,Nexlev-B0CDPMX152- Garment Steamer-SBV-KT-Phrase,Nexlev,B0CDPMX152,7450.66,19924,572,12417.38,7,7,L0_ads_api
323872249568860,Nexlev-B0CDPMX152- Garment Steamer-SBV-KT-Phrase,Nexlev,B0D383WQPB,7450.66,19924,572,12417.38,7,7,L0_ads_api
347684817824203,Nex_HnK_SBV_KT_MR-01_B0CYSLCRQS_Phrase & Exact,Nexlev,B0CYSLCRQS,1664.01,2338,66,2770.34,1,1,L0_ads_api
361478049633715,Nexlev-B0CDPP45BM-Steam Cleaner-SBV-KT-Exact/Phrase,Nexlev,B0CDPP45BM,32559.25,105851,1752,132199.07,41,41,L0_ads_api
363426323382341,Nex_HPC_SBV_KT_HSB-04_B0DCK3N2JJ_Phrase & Exact,Nexlev,B0DCK3N2JJ,3103.4,40170,234,2287.28,1,1,L0_ads_api
369262096373955,Nexlev-Catch All-Steam Cleaner -SB-KT-Exact/Phrase,Nexlev,B0DNJS23HS,4840.0633,38726,329,30166.94,9,9,L0_ads_api
369262096373955,Nexlev-Catch All-Steam Cleaner -SB-KT-Exact/Phrase,Nexlev,B0CDPP45BM,4840.0633,38726,329,30166.94,9,9,L0_ads_api
369262096373955,Nexlev-Catch All-Steam Cleaner -SB-KT-Exact/Phrase,Nexlev,B0F43P6D23,4840.0633,38726,329,30166.94,9,9,L0_ads_api
380594459198365,Nex_Hnk_SBV_KT_ST-01_B0DVC7VJP1_Phrase & Exact,Nexlev,B0DVC7VJP1,829.98,1918,53,0.0,0,0,L0_ads_api
436116947575941,Nexlev -B0DM6BB3VT-Calf Massager-SBV -KT-Exact/Phrase,Nexlev,B0DM6BB3VT,13708.025,33490,1298,75945.37,27,26,L0_ads_api
436116947575941,Nexlev -B0DM6BB3VT-Calf Massager-SBV -KT-Exact/Phrase,Nexlev,B0FPGDVVCX,13708.025,33490,1298,75945.37,27,26,L0_ads_api
447319075342492,Nex_HnK_SBV_KT_ST-01_B0DVC7VJP1,Nexlev,B0DVC7VJP1,3599.71,19296,171,5012.71,1,1,L0_ads_api
448609631675420,Nex_HnK_SB_KT_GS-02/05_B0CDPMX152_B0D383WQPB,Nexlev,B0CDPMX152,1409.3333,69992,76,1626.13,1,1,L0_ads_api
448609631675420,Nex_HnK_SB_KT_GS-02/05_B0CDPMX152_B0D383WQPB,Nexlev,B0D383WQPB,1409.3333,69992,76,1626.13,1,1,L0_ads_api
448609631675420,Nex_HnK_SB_KT_GS-02/05_B0CDPMX152_B0D383WQPB,Nexlev,B0D845B2DG,1409.3333,69992,76,1626.13,1,1,L0_ads_api
479030960060920,Nexlev-B0DNJS23HS-Steam Cleaner - SBV-KT-Exact,Nexlev,B0DNJS23HS,40513.75,74847,2122,136207.63,41,41,L0_ads_api
501679035619530,Nex_HnK_SBV_KT_MR-01_B0CYSLCRQS_BCG_Phrase & Exact_Reel,Nexlev,B0CYSLCRQS,5066.42,7639,227,9560.18,4,4,L0_ads_api
501739215232081,Nexlev - Steam Cleaner - SB - KT - Phrase/Exact,Nexlev,B0CDPP45BM,18172.1033,55516,580,58970.63,20,20,L0_ads_api
501739215232081,Nexlev - Steam Cleaner - SB - KT - Phrase/Exact,Nexlev,B0F43P6D23,18172.1033,55516,580,58970.63,20,20,L0_ads_api
501739215232081,Nexlev - Steam Cleaner - SB - KT - Phrase/Exact,Nexlev,B0DNJS23HS,18172.1033,55516,580,58970.63,20,20,L0_ads_api
511630710016582,Nex_HnK_SBV_KT_SC-05_B0F43P6D23_BCG_Phrase & Exact_Reel,Nexlev,B0F43P6D23,118.8233,247,7,0.0,0,0,L0_ads_api
511630710016582,Nex_HnK_SBV_KT_SC-05_B0F43P6D23_BCG_Phrase & Exact_Reel,Nexlev,B0CDPP45BM,118.8233,247,7,0.0,0,0,L0_ads_api
511630710016582,Nex_HnK_SBV_KT_SC-05_B0F43P6D23_BCG_Phrase & Exact_Reel,Nexlev,B0DNJS23HS,118.8233,247,7,0.0,0,0,L0_ads_api
552176938393382,Nex_HPC_SBV_KT_LE-02_B0DCGHKRXX_Reel,Nexlev,B0DCGHKRXX,1126.62,5181,67,3201.69,2,2,L0_ads_api
557689309176842,Nex_HnK_SBV_KT_MR-02_B0DCK7ZH5P_BCG_Phrase & Exact - Reel,Nexlev,B0DCK7ZH5P,2385.38,3268,115,5227.12,2,2,L0_ads_api
558140801131199,Nex_HnK_SB_KT_VC-01/VC-02/VC-05_BCG_Phrase & Exact,Nexlev,B0DKJSCLBD,1306.3233,32255,114,3977.97,2,1,L0_ads_api
558140801131199,Nex_HnK_SB_KT_VC-01/VC-02/VC-05_BCG_Phrase & Exact,Nexlev,B0DCGHVN81,1306.3233,32255,114,3977.97,2,1,L0_ads_api
558140801131199,Nex_HnK_SB_KT_VC-01/VC-02/VC-05_BCG_Phrase & Exact,Nexlev,B0DCK56Q85,1306.3233,32255,114,3977.97,2,1,L0_ads_api
